EDAD;GENERO;ESTRATO_VIVIENDA;NIVEL_EDUCATIVO;TIPO_AREA_VIVIENDA;SEGMENTO_PLAN;MIN_LLAMADAS_SEM;MIN_REDES_SOC_SEM;MIN_WEB_SEM;DIAS_PAGO_FACT;VECES_LLAM_COMPETENCIA;MESES_SUSCRITO;NUM_INTERRUPCIONES;DUR_INTERRUPCIONES;SUSCRIP_STREAMING;RIESGO_CANCELACION
48;mujer;3;secundaria;urbana;premium;86;1896;69;45;286;70;9;413;no;no
51;mujer;3;primaria;urbana;premium;957;1550;731;37;75;102;4;459;no;si
17;mujer;5;educacion superior;rural;premium;797;1293;815;42;198;19;5;293;no;si
26;mujer;2;secundaria;urbana;premium;694;208;3;13;91;49;6;493;no;no
36;mujer;1;secundaria;urbana;basico;695;415;1089;31;131;21;10;37;si;no
43;mujer;4;secundaria;rural;premium;710;891;304;7;178;47;0;157;si;no
32;hombre;5;educacion superior;urbana;basico;803;1107;701;11;73;18;9;35;si;no
50;mujer;2;primaria;urbana;medio;317;1635;1433;51;111;78;10;271;no;si
43;mujer;2;secundaria;urbana;basico;671;1136;993;33;3;6;10;67;si;no
60;mujer;5;primaria;urbana;premium;387;885;749;37;90;55;5;426;no;no
47;hombre;4;educacion superior;rural;medio;694;1625;321;41;294;50;10;234;no;si
21;mujer;5;secundaria;rural;basico;208;1677;1028;21;152;51;8;210;no;si
77;hombre;4;educacion superior;rural;basico;541;1767;561;43;94;54;9;424;no;si
50;hombre;5;educacion superior;rural;medio;680;376;487;60;99;98;5;466;no;si
21;mujer;6;primaria;urbana;basico;740;90;1408;52;241;9;6;153;no;si
28;hombre;1;primaria;urbana;medio;677;171;0;11;140;78;0;479;no;no
47;mujer;4;secundaria;rural;premium;102;437;1087;33;138;69;6;375;no;si
44;mujer;6;educacion superior;urbana;medio;442;1366;241;28;209;100;1;40;no;no
25;mujer;2;educacion superior;urbana;basico;814;400;389;48;295;37;6;500;no;si
65;hombre;6;secundaria;rural;medio;627;825;447;25;126;37;4;324;no;no
58;hombre;3;secundaria;urbana;medio;333;1499;824;42;119;28;7;294;no;si
40;mujer;5;primaria;rural;basico;904;288;438;22;294;114;0;184;si;no
38;hombre;2;secundaria;urbana;basico;499;655;1144;0;242;90;3;16;si;no
39;mujer;4;educacion superior;rural;premium;436;894;1098;28;114;24;2;314;no;no
75;mujer;2;primaria;rural;medio;449;575;1056;20;255;17;6;303;no;si
46;hombre;6;primaria;urbana;medio;835;128;1315;31;281;104;4;380;no;si
73;mujer;6;secundaria;urbana;premium;809;716;214;20;110;101;4;381;no;si
78;mujer;3;secundaria;rural;premium;960;139;696;22;289;91;3;5;no;no
62;hombre;5;educacion superior;rural;medio;13;660;1296;23;59;26;2;157;no;no
59;mujer;4;primaria;rural;premium;341;1030;444;21;266;8;10;366;no;si
69;hombre;6;educacion superior;urbana;basico;114;234;584;34;113;84;8;19;no;no
69;mujer;6;educacion superior;urbana;medio;495;72;551;36;122;56;7;192;no;si
70;mujer;1;primaria;rural;premium;62;648;53;56;91;45;5;249;no;si
65;mujer;4;educacion superior;rural;premium;788;694;1431;27;144;86;5;256;no;si
70;mujer;1;educacion superior;urbana;premium;746;714;355;55;213;75;10;321;no;si
72;hombre;2;primaria;urbana;basico;559;906;841;39;109;75;2;490;si;no
50;hombre;2;secundaria;urbana;premium;507;1411;178;19;292;90;8;440;no;si
32;mujer;2;secundaria;rural;medio;996;559;1493;30;192;33;6;275;si;no
62;mujer;4;primaria;rural;basico;783;1191;356;44;273;84;7;250;no;si
20;mujer;4;secundaria;rural;premium;356;1423;145;22;0;48;8;435;no;no
74;mujer;6;educacion superior;urbana;basico;751;513;96;46;239;29;10;496;no;si
26;mujer;1;primaria;rural;medio;644;601;1386;39;226;48;10;229;no;si
25;mujer;2;secundaria;rural;premium;240;214;767;20;121;31;10;54;no;no
25;hombre;6;primaria;rural;basico;190;132;278;60;207;30;9;251;no;si
72;mujer;1;primaria;rural;medio;399;641;336;59;162;62;3;254;no;si
19;hombre;6;secundaria;rural;basico;401;813;1392;55;57;98;5;391;no;si
50;mujer;5;educacion superior;urbana;basico;306;179;664;6;36;90;6;383;si;no
38;mujer;1;secundaria;rural;basico;735;748;692;53;153;17;10;188;no;si
35;mujer;2;educacion superior;rural;medio;860;932;279;8;180;17;0;123;si;no
42;mujer;6;secundaria;rural;basico;416;1488;1499;0;85;92;5;362;si;no
25;hombre;6;secundaria;rural;premium;36;1803;1342;35;178;70;2;128;no;no
59;hombre;2;primaria;rural;basico;85;1456;519;40;136;50;5;116;no;si
74;mujer;3;educacion superior;urbana;basico;99;1073;1061;27;128;97;9;263;no;si
71;mujer;1;secundaria;urbana;premium;522;5;336;15;232;13;9;402;si;no
30;mujer;2;primaria;urbana;basico;828;1075;72;44;271;83;6;101;no;si
55;mujer;1;primaria;urbana;basico;81;1406;1345;44;232;99;9;169;no;si
73;hombre;6;educacion superior;urbana;medio;215;333;244;5;139;115;4;448;si;no
46;hombre;1;primaria;urbana;medio;26;754;410;10;232;86;7;84;si;no
21;mujer;4;secundaria;rural;medio;171;343;888;43;200;37;8;450;no;si
23;mujer;2;primaria;urbana;basico;671;732;162;42;106;72;10;19;no;no
68;mujer;6;primaria;rural;basico;581;1300;1438;54;155;108;3;335;no;si
57;hombre;1;educacion superior;urbana;basico;223;987;783;51;280;66;10;0;no;no
52;mujer;2;secundaria;rural;medio;273;1139;718;53;171;37;8;339;no;si
52;mujer;1;primaria;rural;basico;770;1763;245;13;181;113;4;283;si;no
18;hombre;1;primaria;rural;basico;516;740;1204;37;251;57;4;456;no;si
62;mujer;4;educacion superior;rural;basico;452;1577;55;27;97;43;3;62;no;si
37;mujer;6;educacion superior;urbana;basico;181;1280;905;27;201;56;6;146;si;no
16;mujer;4;secundaria;rural;medio;287;247;1128;25;256;92;0;264;no;no
37;mujer;6;educacion superior;rural;premium;818;827;153;47;43;20;5;329;si;no
28;hombre;5;primaria;urbana;premium;371;1404;930;0;83;53;4;267;no;no
72;hombre;5;primaria;urbana;medio;182;752;1461;11;103;6;7;420;no;no
55;mujer;5;primaria;rural;basico;834;826;960;51;70;113;4;486;si;no
64;mujer;1;primaria;urbana;basico;116;688;167;32;246;9;5;83;no;si
66;hombre;2;primaria;urbana;basico;924;629;263;32;156;32;5;462;si;no
56;hombre;2;primaria;urbana;premium;226;99;270;30;191;90;8;70;no;si
17;mujer;2;educacion superior;rural;medio;467;549;349;47;71;54;2;2;no;no
40;mujer;4;educacion superior;urbana;premium;9;1498;453;1;174;7;1;324;no;no
59;mujer;6;educacion superior;urbana;medio;641;1239;1172;21;13;15;2;477;no;no
67;mujer;6;primaria;urbana;basico;903;1480;1405;22;92;85;8;215;no;si
39;mujer;6;secundaria;rural;basico;110;1347;1439;11;167;64;6;293;no;no
80;mujer;6;secundaria;urbana;premium;596;439;1425;53;274;100;0;46;no;no
61;hombre;1;primaria;rural;basico;707;1140;117;55;95;60;7;484;no;si
51;mujer;3;educacion superior;urbana;medio;728;185;608;11;227;71;1;323;no;no
66;mujer;1;educacion superior;urbana;premium;368;1833;892;6;217;49;7;196;si;no
27;mujer;3;educacion superior;urbana;medio;10;1107;962;26;243;100;3;65;no;si
32;hombre;3;educacion superior;urbana;basico;359;897;1341;43;117;62;7;237;no;si
55;hombre;3;primaria;rural;premium;281;714;1127;42;251;27;7;320;no;si
21;mujer;6;primaria;urbana;basico;535;1272;1359;19;0;48;8;383;si;no
26;mujer;4;educacion superior;urbana;premium;360;1112;848;59;232;16;6;236;no;si
55;hombre;1;primaria;rural;basico;367;865;399;42;273;87;8;241;no;si
56;hombre;5;educacion superior;urbana;premium;635;1416;71;13;210;2;5;316;si;no
20;hombre;6;primaria;rural;premium;930;557;1138;7;49;109;6;344;no;no
22;mujer;1;primaria;rural;medio;111;383;607;19;84;42;6;253;no;si
20;hombre;3;primaria;urbana;premium;991;894;1478;50;134;15;7;458;si;no
17;mujer;5;secundaria;rural;medio;183;1979;989;54;144;33;7;55;no;no
57;mujer;4;primaria;urbana;basico;579;1239;690;1;75;25;9;243;no;no
51;mujer;5;secundaria;urbana;basico;661;954;327;30;175;73;8;451;no;si
54;mujer;6;educacion superior;rural;premium;549;1915;1284;55;151;28;10;385;si;no
68;mujer;3;primaria;urbana;medio;247;933;1266;35;118;74;6;439;no;si
49;mujer;1;educacion superior;urbana;medio;64;1009;723;43;186;24;10;117;no;no
40;hombre;3;educacion superior;urbana;basico;906;1398;630;34;115;91;4;5;si;no
77;mujer;1;primaria;rural;medio;827;801;607;54;197;11;3;441;no;si
71;mujer;3;secundaria;rural;premium;295;1253;199;4;264;28;6;1;si;no
31;mujer;2;educacion superior;urbana;premium;801;1979;1187;28;54;119;4;348;no;si
71;hombre;5;secundaria;urbana;premium;486;131;727;32;195;97;7;115;no;no
40;mujer;3;educacion superior;rural;premium;377;1563;464;31;250;91;8;119;si;no
79;mujer;6;secundaria;rural;medio;758;1003;81;45;4;34;6;107;no;no
19;mujer;2;secundaria;rural;medio;332;1640;1054;18;17;16;6;62;no;no
28;mujer;6;educacion superior;rural;basico;802;1684;1229;7;293;62;1;300;si;no
44;mujer;1;secundaria;urbana;basico;208;1529;678;35;34;91;4;55;no;no
22;mujer;2;educacion superior;rural;basico;36;489;593;50;227;20;3;107;no;si
38;mujer;6;primaria;rural;medio;788;843;654;59;58;15;9;159;no;no
43;mujer;4;secundaria;urbana;premium;269;1602;876;15;138;85;6;404;no;si
66;mujer;5;secundaria;urbana;medio;795;711;768;34;295;54;4;441;no;si
52;mujer;2;primaria;rural;premium;51;1734;1169;48;132;38;7;198;no;si
60;hombre;3;primaria;urbana;medio;418;1418;477;54;229;2;9;133;no;si
76;mujer;3;primaria;rural;premium;98;916;1065;28;17;58;9;222;no;no
47;hombre;1;secundaria;urbana;basico;156;1377;842;54;217;22;0;147;no;no
62;hombre;6;primaria;urbana;premium;992;462;988;30;248;71;10;423;si;no
39;mujer;3;secundaria;urbana;basico;508;329;664;5;127;93;0;414;si;no
60;mujer;3;secundaria;rural;premium;770;1306;681;16;127;61;5;60;si;no
59;mujer;2;secundaria;urbana;basico;348;1361;1008;46;201;91;10;206;no;si
79;hombre;6;secundaria;rural;premium;595;717;1418;22;154;8;4;257;no;si
42;mujer;2;secundaria;rural;basico;401;1194;1138;41;265;45;6;129;no;si
17;mujer;6;secundaria;urbana;medio;639;206;668;51;155;28;8;99;no;si
76;mujer;4;primaria;rural;basico;823;1174;948;46;253;79;3;147;no;si
55;mujer;1;educacion superior;rural;medio;28;1881;432;35;278;64;9;440;no;si
29;mujer;5;educacion superior;urbana;basico;21;731;904;13;149;114;10;398;si;no
70;mujer;5;secundaria;urbana;premium;349;411;1323;40;284;80;5;323;si;no
47;hombre;6;educacion superior;urbana;medio;602;1310;1401;36;67;42;7;476;no;si
35;mujer;1;primaria;urbana;basico;96;454;546;41;139;64;7;293;si;no
59;mujer;6;primaria;urbana;basico;615;480;139;57;186;45;4;153;si;no
50;mujer;3;secundaria;rural;basico;622;1303;306;53;251;89;4;469;si;no
35;mujer;3;secundaria;rural;basico;782;40;1424;16;295;29;3;353;no;si
19;mujer;5;secundaria;urbana;medio;755;480;314;36;273;88;6;256;no;no
55;mujer;3;primaria;rural;medio;621;835;806;44;105;39;3;150;no;si
34;mujer;2;primaria;urbana;basico;845;3;17;25;138;65;4;315;no;si
53;hombre;5;primaria;rural;medio;123;503;1381;24;125;92;8;455;no;si
67;mujer;3;educacion superior;urbana;premium;116;1829;1463;26;222;78;4;116;no;si
25;hombre;5;primaria;urbana;basico;124;682;888;9;141;23;2;406;no;no
77;mujer;4;secundaria;urbana;premium;531;142;412;34;15;26;6;191;si;no
47;hombre;2;primaria;rural;basico;338;1537;1218;57;210;74;6;429;no;si
58;mujer;6;secundaria;urbana;premium;367;1379;464;59;73;115;1;290;si;no
64;hombre;5;primaria;urbana;medio;356;1858;1404;33;140;109;7;430;no;si
73;mujer;3;secundaria;urbana;medio;660;1538;1278;60;255;10;5;366;no;si
17;mujer;4;educacion superior;rural;medio;982;220;99;5;278;46;1;113;si;no
39;mujer;3;educacion superior;rural;premium;119;5;1486;53;115;118;6;311;si;no
36;hombre;4;educacion superior;rural;basico;37;1369;1454;10;90;8;1;477;no;no
68;mujer;5;secundaria;urbana;basico;837;416;23;55;249;9;8;72;no;si
18;mujer;2;educacion superior;rural;premium;459;926;616;38;253;30;10;186;si;no
52;hombre;5;educacion superior;rural;premium;878;1859;1026;45;136;13;0;244;si;no
74;hombre;3;educacion superior;urbana;medio;462;1627;519;19;265;68;9;63;no;si
52;mujer;6;educacion superior;rural;basico;795;1461;1477;48;180;10;8;348;si;no
42;mujer;1;primaria;rural;medio;590;1966;106;56;215;46;6;232;no;si
79;mujer;3;primaria;rural;medio;213;1077;409;31;271;95;3;122;no;si
62;mujer;3;primaria;urbana;basico;694;857;1327;35;176;22;10;496;no;si
39;mujer;1;educacion superior;urbana;premium;672;619;1291;21;265;84;6;96;no;si
44;hombre;6;secundaria;urbana;basico;952;762;122;9;28;89;9;345;no;no
16;hombre;6;educacion superior;rural;basico;185;289;788;40;223;61;3;434;no;si
57;mujer;5;primaria;urbana;premium;295;831;1211;32;192;56;3;399;no;si
16;mujer;5;educacion superior;rural;basico;754;423;1252;15;230;4;0;112;no;no
48;hombre;2;educacion superior;urbana;basico;911;278;1064;49;294;69;6;303;si;no
57;hombre;4;secundaria;rural;basico;809;708;1044;52;277;20;10;284;no;si
32;hombre;6;primaria;rural;medio;661;274;597;31;172;34;9;93;si;no
62;mujer;2;primaria;urbana;basico;407;625;376;12;68;51;4;106;si;no
79;mujer;6;secundaria;rural;premium;90;1286;1150;25;288;72;1;35;si;no
48;hombre;2;primaria;rural;premium;630;798;442;23;253;101;6;470;no;si
16;mujer;6;educacion superior;urbana;premium;987;268;134;37;27;9;9;368;si;no
64;mujer;1;educacion superior;rural;premium;565;1614;115;48;122;64;3;50;no;si
77;mujer;3;educacion superior;urbana;basico;818;857;616;30;165;55;9;262;no;si
73;hombre;3;secundaria;rural;premium;544;1156;900;34;191;29;10;434;no;si
79;mujer;4;secundaria;urbana;premium;573;128;468;21;274;32;0;411;si;no
25;mujer;5;primaria;rural;premium;688;440;743;23;115;103;9;305;no;si
60;hombre;3;primaria;urbana;premium;24;1772;128;20;162;16;1;168;no;no
42;hombre;5;educacion superior;rural;premium;386;948;807;52;211;1;10;353;no;no
20;mujer;2;educacion superior;rural;medio;101;1897;554;52;248;50;4;376;no;si
38;mujer;6;primaria;rural;basico;748;917;268;59;283;83;8;150;no;no
17;mujer;2;primaria;urbana;premium;761;185;142;46;255;53;7;108;no;si
61;mujer;1;secundaria;urbana;premium;798;1374;427;48;204;28;0;382;si;no
52;hombre;3;educacion superior;urbana;medio;318;422;158;42;16;88;10;83;si;no
37;hombre;1;educacion superior;rural;basico;0;1365;1359;46;99;114;6;201;no;si
76;mujer;6;educacion superior;rural;premium;631;1832;812;51;174;108;8;308;no;si
76;mujer;3;secundaria;urbana;medio;620;1864;782;34;105;41;9;419;no;si
76;mujer;6;educacion superior;urbana;medio;213;998;213;60;81;74;2;72;no;no
54;mujer;6;educacion superior;rural;basico;947;908;645;48;285;48;4;323;no;si
38;mujer;4;secundaria;urbana;basico;739;1230;847;43;101;61;6;329;no;si
29;hombre;4;secundaria;urbana;medio;470;1732;1301;46;186;14;5;97;no;no
29;mujer;4;educacion superior;rural;medio;740;239;189;57;266;49;8;480;no;si
22;mujer;5;educacion superior;rural;premium;556;872;398;21;163;105;8;238;no;si
41;mujer;6;primaria;urbana;premium;450;67;1368;1;12;113;3;177;no;no
77;mujer;6;educacion superior;urbana;premium;407;1191;431;25;188;40;10;417;no;si
48;mujer;5;secundaria;urbana;premium;651;1641;1389;44;167;97;6;57;no;si
69;mujer;3;secundaria;rural;medio;897;1552;39;23;167;19;7;487;si;no
27;mujer;1;educacion superior;urbana;basico;365;319;226;27;140;115;9;114;no;si
20;hombre;2;primaria;urbana;basico;621;1997;212;28;160;54;8;296;no;si
22;mujer;4;primaria;rural;basico;132;557;1374;29;126;87;8;277;no;si
51;hombre;1;primaria;rural;medio;171;1360;835;32;9;60;8;149;no;no
43;hombre;3;primaria;urbana;medio;751;1116;1287;46;100;49;8;52;no;no
58;mujer;5;primaria;rural;medio;276;1980;563;55;88;61;7;346;si;no
37;hombre;3;primaria;urbana;basico;680;1695;149;53;31;25;1;288;no;no
23;mujer;5;secundaria;urbana;premium;495;860;1274;48;225;119;4;385;no;no
70;mujer;6;primaria;urbana;premium;611;601;603;34;223;91;4;166;no;si
72;otro;6;educacion superior;urbana;basico;670;1089;998;51;159;101;1;41;si;no
55;otro;3;secundaria;rural;basico;889;1573;976;23;178;53;9;270;no;si
16;mujer;4;secundaria;rural;basico;441;1608;872;26;155;44;5;161;no;si
29;mujer;6;educacion superior;urbana;medio;1000;1276;1080;28;256;88;9;225;no;si
45;otro;2;primaria;urbana;medio;155;755;1148;33;300;36;10;60;no;si
66;otro;2;educacion superior;rural;premium;549;443;168;42;211;55;7;54;no;si
34;otro;4;primaria;rural;premium;391;1679;343;16;126;56;7;225;no;no
78;hombre;6;secundaria;urbana;basico;164;340;1114;53;300;104;6;78;no;si
26;otro;4;primaria;rural;basico;690;612;717;60;106;114;10;16;no;no
62;hombre;6;secundaria;rural;medio;970;1437;858;36;92;106;10;484;no;no
54;mujer;6;educacion superior;urbana;medio;609;1091;863;33;86;60;3;331;no;si
65;otro;5;educacion superior;rural;premium;417;1074;146;45;167;61;9;345;no;si
65;hombre;3;primaria;urbana;basico;267;1446;1388;0;28;92;7;81;si;no
64;otro;6;secundaria;urbana;premium;282;1313;279;43;243;110;0;362;si;no
68;mujer;1;secundaria;urbana;medio;914;49;1083;27;262;111;1;355;no;no
71;mujer;1;educacion superior;rural;premium;654;234;853;57;160;98;10;274;si;no
43;mujer;2;primaria;rural;medio;506;1608;249;33;142;103;10;394;no;si
55;otro;3;secundaria;rural;premium;421;567;166;35;95;53;0;319;no;no
57;mujer;2;secundaria;urbana;premium;159;1216;586;25;251;108;8;201;no;si
56;hombre;5;secundaria;urbana;basico;971;1329;330;47;121;58;10;341;no;si
58;hombre;4;primaria;rural;premium;320;1764;1030;29;179;31;8;120;no;si
29;mujer;6;primaria;urbana;basico;243;1107;719;42;183;87;4;221;no;si
78;otro;3;primaria;rural;medio;361;1308;769;60;223;40;6;265;no;si
55;mujer;4;educacion superior;urbana;basico;560;173;978;1;152;82;4;47;no;no
17;mujer;4;primaria;rural;basico;826;218;608;35;9;77;7;139;si;no
23;otro;6;primaria;urbana;basico;288;667;656;49;128;30;0;391;no;no
44;otro;1;educacion superior;rural;basico;795;603;485;24;55;112;0;383;no;no
47;mujer;3;educacion superior;urbana;basico;233;859;284;39;138;55;7;263;si;no
51;mujer;3;secundaria;urbana;premium;928;1446;795;21;194;92;6;361;no;si
70;mujer;1;primaria;urbana;medio;556;251;6;17;247;59;5;496;no;si
73;hombre;6;secundaria;rural;basico;599;966;1038;23;227;41;10;226;no;si
50;hombre;5;secundaria;urbana;premium;400;1864;602;4;117;13;3;428;si;no
36;mujer;3;primaria;urbana;basico;844;1771;1103;54;220;26;8;321;si;no
74;hombre;2;secundaria;rural;medio;758;1113;128;51;254;17;9;309;no;si
59;mujer;3;primaria;rural;premium;946;234;575;59;163;75;3;162;no;si
70;mujer;3;educacion superior;rural;basico;717;1558;1356;51;253;42;1;212;no;no
61;hombre;5;primaria;rural;premium;650;954;575;18;200;6;3;454;no;si
60;otro;5;secundaria;urbana;basico;13;1295;90;20;186;9;10;126;no;si
64;hombre;3;educacion superior;rural;premium;113;1878;501;10;14;67;9;111;si;no
27;otro;2;primaria;rural;premium;435;63;1156;39;220;105;4;437;no;si
69;mujer;3;secundaria;urbana;premium;775;605;58;31;144;69;4;290;no;si
40;hombre;4;educacion superior;urbana;basico;721;15;32;36;65;104;5;396;no;si
25;otro;5;educacion superior;rural;premium;191;630;51;12;36;15;0;54;si;no
75;hombre;1;primaria;urbana;basico;654;457;955;18;82;2;8;113;no;si
38;otro;2;educacion superior;urbana;medio;669;1397;383;23;41;69;5;384;no;no
67;mujer;1;educacion superior;rural;premium;735;1627;745;44;212;76;9;176;no;si
47;mujer;5;primaria;rural;medio;69;1810;1066;53;211;6;3;274;si;no
68;hombre;3;educacion superior;urbana;basico;60;1910;173;20;269;95;9;498;no;si
67;hombre;4;educacion superior;rural;basico;421;503;942;39;140;45;1;62;no;no
76;otro;1;primaria;rural;premium;720;1450;411;15;120;8;7;289;no;si
77;mujer;1;secundaria;urbana;basico;219;1055;1418;17;158;104;7;462;no;si
46;hombre;3;educacion superior;urbana;basico;961;1387;691;8;138;27;9;110;si;no
72;mujer;5;primaria;rural;premium;214;1369;422;33;121;43;7;384;no;si
60;hombre;3;educacion superior;urbana;premium;10;1879;1073;24;124;81;10;218;no;no
64;mujer;4;secundaria;urbana;premium;623;1417;145;17;83;59;5;476;no;si
64;hombre;1;secundaria;rural;basico;4;513;12;28;127;80;9;172;no;si
44;otro;1;primaria;urbana;medio;934;728;825;24;181;3;4;182;no;si
65;mujer;2;secundaria;rural;basico;530;762;1493;24;138;112;5;312;no;si
73;otro;3;secundaria;urbana;basico;432;112;287;56;249;25;6;193;no;si
34;otro;6;educacion superior;urbana;basico;312;264;1016;18;56;47;9;277;no;si
51;mujer;3;primaria;rural;basico;263;400;747;43;71;62;5;105;no;si
65;mujer;6;primaria;rural;premium;2;504;1145;27;122;69;6;359;no;si
43;otro;5;educacion superior;rural;medio;321;494;1073;39;282;49;9;443;no;si
59;otro;4;educacion superior;urbana;premium;791;1301;1483;25;55;45;3;377;si;no
28;hombre;6;primaria;urbana;basico;846;1941;860;58;138;87;8;199;no;si
41;mujer;1;primaria;urbana;basico;572;730;1423;12;210;22;3;369;si;no
27;hombre;5;educacion superior;urbana;basico;550;260;28;21;194;93;7;74;no;si
76;hombre;2;primaria;rural;premium;400;1922;551;49;269;50;8;401;no;si
28;mujer;3;secundaria;urbana;medio;639;550;1483;33;269;34;9;202;no;si
64;mujer;4;primaria;rural;premium;44;549;1217;38;181;60;3;172;no;si
74;otro;3;primaria;urbana;basico;127;871;1126;59;125;114;9;474;si;no
35;hombre;4;primaria;rural;premium;119;90;1251;55;148;16;3;415;no;si
76;mujer;2;primaria;rural;medio;586;1213;634;45;220;49;8;144;no;si
74;hombre;2;secundaria;urbana;basico;697;982;761;59;34;96;9;202;no;no
61;otro;2;educacion superior;urbana;medio;983;1189;307;46;252;47;4;314;no;si
79;otro;5;educacion superior;urbana;medio;917;22;633;55;182;45;1;124;no;no
56;mujer;4;secundaria;rural;medio;413;75;209;29;257;27;5;444;no;si
26;mujer;3;secundaria;urbana;basico;922;169;1248;34;232;45;7;477;no;si
54;hombre;3;secundaria;urbana;basico;98;1765;412;37;103;107;3;180;no;si
64;otro;1;educacion superior;rural;medio;317;91;1017;39;18;119;4;205;no;no
62;hombre;1;secundaria;urbana;medio;44;275;1326;54;231;42;5;465;no;no
46;hombre;1;primaria;rural;medio;856;1650;733;25;181;95;9;307;no;si
31;mujer;6;primaria;urbana;basico;678;1710;961;42;274;15;3;356;no;no
60;mujer;2;secundaria;urbana;basico;368;1117;614;37;146;104;10;201;no;si
40;mujer;6;secundaria;rural;basico;600;1323;365;30;63;24;7;120;no;si
36;otro;4;educacion superior;urbana;basico;992;1678;213;40;133;16;10;428;no;si
48;otro;2;educacion superior;urbana;medio;108;47;1235;15;66;46;1;70;no;no
17;hombre;1;primaria;urbana;medio;629;648;768;36;160;49;4;142;no;si
58;hombre;4;educacion superior;urbana;premium;374;1178;38;59;180;8;2;410;no;no
51;otro;5;primaria;urbana;medio;183;224;1362;19;283;5;6;407;no;si
70;otro;5;secundaria;urbana;basico;972;332;1239;32;261;22;5;207;si;no
52;otro;4;primaria;urbana;premium;140;567;533;33;246;52;7;146;si;no
51;otro;2;secundaria;urbana;premium;756;1706;905;9;49;77;7;178;no;no
73;mujer;1;primaria;rural;medio;105;1291;56;26;298;115;2;227;si;no
47;mujer;3;educacion superior;rural;premium;215;1067;242;18;97;59;4;209;no;si
53;otro;5;secundaria;rural;premium;509;824;235;39;300;101;2;381;si;no
63;hombre;1;primaria;urbana;premium;15;518;1407;42;149;96;10;326;no;si
17;hombre;1;educacion superior;urbana;medio;461;444;313;28;290;78;5;246;no;si
67;hombre;6;secundaria;urbana;basico;836;87;498;30;267;5;8;345;si;no
44;otro;3;primaria;urbana;premium;161;1031;33;35;171;119;8;273;no;si
23;otro;2;primaria;rural;medio;731;238;1410;54;89;119;10;144;no;si
32;mujer;4;primaria;rural;basico;735;599;114;53;209;7;10;126;no;si
79;mujer;5;educacion superior;rural;medio;289;940;1310;30;181;10;9;420;no;si
41;hombre;3;educacion superior;rural;medio;373;197;1217;32;245;106;5;230;no;si
46;mujer;6;secundaria;urbana;medio;289;802;216;57;58;76;6;58;no;si
26;mujer;4;educacion superior;rural;medio;929;1535;431;2;152;64;0;47;no;no
22;hombre;4;secundaria;rural;basico;173;1748;1038;60;29;89;3;173;no;no
45;hombre;4;secundaria;rural;basico;502;295;480;22;250;63;10;329;no;si
22;otro;6;secundaria;urbana;basico;66;105;1186;5;217;39;0;327;no;no
53;mujer;1;secundaria;rural;medio;205;909;624;52;67;91;5;271;no;si
43;mujer;1;secundaria;urbana;basico;295;1794;611;5;295;17;7;496;si;no
25;otro;5;educacion superior;rural;basico;250;370;335;33;70;71;2;365;no;no
42;otro;2;primaria;rural;premium;943;578;565;60;288;81;0;185;si;no
70;mujer;3;primaria;rural;medio;969;1486;196;50;184;84;9;261;no;si
24;hombre;5;educacion superior;urbana;basico;107;211;421;19;185;30;6;488;no;si
25;hombre;3;educacion superior;rural;medio;172;1980;749;23;263;117;3;170;si;no
58;mujer;4;educacion superior;urbana;medio;106;773;145;31;259;110;3;448;no;si
19;otro;3;secundaria;rural;basico;657;422;731;27;139;63;9;74;no;si
46;hombre;6;primaria;rural;premium;872;1928;541;6;284;28;4;308;no;no
22;mujer;2;primaria;rural;premium;42;1217;967;58;136;21;10;409;si;no
44;mujer;5;educacion superior;rural;basico;622;1485;661;28;293;74;9;406;no;si
42;hombre;3;educacion superior;rural;premium;837;844;549;36;163;37;5;303;si;no
32;otro;4;educacion superior;urbana;basico;976;396;830;59;127;74;5;279;no;si
44;mujer;2;primaria;rural;premium;732;1162;160;59;290;13;3;412;no;no
78;mujer;5;educacion superior;urbana;basico;729;1695;387;58;183;108;7;66;no;si
44;otro;1;primaria;rural;basico;998;1613;796;41;53;84;6;130;si;no
65;hombre;1;secundaria;urbana;basico;534;120;1020;53;215;46;6;181;no;si
53;otro;1;educacion superior;rural;premium;877;1089;627;2;297;5;6;307;si;no
49;otro;2;primaria;urbana;medio;502;221;1036;34;172;13;5;322;si;no
60;otro;4;primaria;urbana;premium;842;306;34;46;100;41;10;48;si;no
45;mujer;4;primaria;urbana;medio;835;598;959;50;95;100;8;337;no;si
19;hombre;6;educacion superior;urbana;basico;141;212;727;26;35;104;8;172;no;no
39;mujer;3;primaria;urbana;basico;407;1876;1356;25;66;112;6;186;no;si
61;otro;5;secundaria;rural;basico;897;697;555;22;293;91;9;410;no;si
73;otro;3;educacion superior;rural;medio;653;1498;343;53;175;72;7;153;no;si
56;otro;2;secundaria;urbana;basico;648;1705;287;48;234;44;4;159;si;no
46;mujer;5;secundaria;rural;basico;406;1738;1451;35;136;72;9;259;no;si
69;mujer;6;secundaria;urbana;premium;797;705;1152;45;199;115;10;60;si;no
64;otro;4;educacion superior;urbana;basico;646;702;664;24;51;65;2;429;si;no
63;mujer;2;primaria;urbana;basico;745;1326;1243;22;281;39;3;120;no;si
74;hombre;3;secundaria;rural;medio;943;1644;1091;15;222;11;1;499;si;no
